LADcode,LAD_name,2020_0-64_SSP1,2020_65-74_SSP1,2020_75-84_SSP1,2020_85_SSP1,2030_0-64_SSP1,2030_65-74_SSP1,2030_75-84_SSP1,2030_85_SSP1,2050_0-64_SSP1,2050_65-74_SSP1,2050_75-84_SSP1,2050_85_SSP1,2080_0-64_SSP1,2080_65-74_SSP1,2080_75-84_SSP1,2080_85_SSP1,2100_0-64_SSP1,2100_65-74_SSP1,2100_75-84_SSP1,2100_85_SSP1,2020_0-64_SSP2,2020_65-74_SSP2,2020_75-84_SSP2,2020_85_SSP2,2030_0-64_SSP2,2030_65-74_SSP2,2030_75-84_SSP2,2030_85_SSP2,2050_0-64_SSP2,2050_65-74_SSP2,2050_75-84_SSP2,2050_85_SSP2,2080_0-64_SSP2,2080_65-74_SSP2,2080_75-84_SSP2,2080_85_SSP2,2100_0-64_SSP2,2100_65-74_SSP2,2100_75-84_SSP2,2100_85_SSP2,2020_0-64_SSP3,2020_65-74_SSP3,2020_75-84_SSP3,2020_85_SSP3,2030_0-64_SSP3,2030_65-74_SSP3,2030_75-84_SSP3,2030_85_SSP3,2050_0-64_SSP3,2050_65-74_SSP3,2050_75-84_SSP3,2050_85_SSP3,2080_0-64_SSP3,2080_65-74_SSP3,2080_75-84_SSP3,2080_85_SSP3,2100_0-64_SSP3,2100_65-74_SSP3,2100_75-84_SSP3,2100_85_SSP3,2020_0-64_SSP4,2020_65-74_SSP4,2020_75-84_SSP4,2020_85_SSP4,2030_0-64_SSP4,2030_65-74_SSP4,2030_75-84_SSP4,2030_85_SSP4,2050_0-64_SSP4,2050_65-74_SSP4,2050_75-84_SSP4,2050_85_SSP4,2080_0-64_SSP4,2080_65-74_SSP4,2080_75-84_SSP4,2080_85_SSP4,2100_0-64_SSP4,2100_65-74_SSP4,2100_75-84_SSP4,2100_85_SSP4,2020_0-64_SSP5,2020_65-74_SSP5,2020_75-84_SSP5,2020_85_SSP5,2030_0-64_SSP5,2030_65-74_SSP5,2030_75-84_SSP5,2030_85_SSP5,2050_0-64_SSP5,2050_65-74_SSP5,2050_75-84_SSP5,2050_85_SSP5,2080_0-64_SSP5,2080_65-74_SSP5,2080_75-84_SSP5,2080_85_SSP5,2100_0-64_SSP5,2100_65-74_SSP5,2100_75-84_SSP5,2100_85_SSP5
E09000019,Islington,0.911394128,0.050019178,0.027451158,0.011135536,0.882050165,0.066282568,0.035686266,0.015981001,0.841013939,0.072843511,0.051165087,0.034977464,0.801173881,0.078923005,0.052904155,0.066998959,0.782885658,0.077852541,0.061550505,0.077711296,0.911394128,0.050019178,0.027451158,0.011135536,0.886581591,0.06527863,0.034134486,0.014005294,0.855022662,0.070926867,0.047335724,0.026714746,0.827781919,0.077025797,0.049024034,0.046168251,0.800862462,0.078100784,0.059618317,0.061418437,0.911394128,0.050019178,0.027451158,0.011135536,0.88513898,0.067657611,0.034314513,0.012888896,0.846800608,0.079382608,0.050485536,0.023331248,0.807900399,0.097033724,0.057100844,0.037965033,0.786213021,0.092785458,0.071306808,0.049694713,0.911394128,0.050019178,0.027451158,0.011135536,0.883921501,0.066809661,0.034934937,0.0143339,0.841034659,0.07774762,0.051917816,0.029299904,0.785634398,0.095113881,0.061570961,0.057680759,0.749707871,0.091722133,0.075537014,0.083032983,0.911394128,0.050019178,0.027451158,0.011135536,0.887844753,0.063082705,0.033902351,0.015170192,0.861921794,0.063965221,0.044122295,0.029990691,0.847421744,0.062390036,0.040747677,0.049440544,0.836211514,0.064068007,0.046691027,0.053029453
E09000020,Kensington and Chelsea,0.839562157,0.088189894,0.05210435,0.020143599,0.777648853,0.105554362,0.073379258,0.043417527,0.697847042,0.111351531,0.094118388,0.096683038,0.616972038,0.111569,0.089892759,0.181566203,0.586029619,0.106965634,0.101582109,0.205422639,0.839562157,0.088189894,0.05210435,0.020143599,0.786581267,0.104642537,0.070599934,0.038176262,0.72528461,0.111191697,0.089237497,0.074286196,0.669594465,0.114564778,0.0875985,0.128242257,0.621130813,0.11130466,0.102013468,0.165551059,0.839562157,0.088189894,0.05210435,0.020143599,0.785960598,0.108275761,0.070799317,0.034964325,0.719790404,0.123144567,0.094097355,0.062967675,0.656709181,0.142300262,0.1004447,0.100545857,0.61921651,0.131706415,0.121486721,0.127590353,0.839562157,0.088189894,0.05210435,0.020143599,0.78205479,0.106861883,0.07209704,0.038986287,0.705720899,0.119071316,0.095614904,0.079592881,0.611449053,0.1335501,0.103793788,0.151207058,0.550427665,0.121376387,0.120091914,0.208104034,0.839562157,0.088189894,0.05210435,0.020143599,0.786949009,0.101251548,0.070259169,0.041540275,0.729690444,0.100941696,0.083787989,0.08557987,0.687856486,0.094534638,0.07425397,0.143354906,0.668747783,0.095696255,0.083722995,0.151832968
E09000022,Lambeth,0.915652969,0.046697584,0.026304005,0.011345442,0.87581487,0.07086548,0.035249285,0.018070365,0.829810336,0.073597244,0.055408534,0.041183886,0.784352686,0.079219016,0.056939721,0.079488576,0.763720592,0.07799403,0.066141651,0.092143728,0.915652969,0.046697584,0.026304005,0.011345442,0.880664388,0.069824281,0.033737451,0.01577388,0.845321273,0.071872791,0.051396532,0.031409403,0.814474868,0.077747432,0.053040864,0.054736836,0.784320209,0.078554559,0.064307612,0.072817621,0.915652969,0.046697584,0.026304005,0.011345442,0.879042907,0.072496387,0.033980814,0.014479892,0.838039821,0.080148548,0.054598281,0.02721335,0.7962813,0.097632328,0.061558157,0.044528215,0.771788086,0.093190979,0.07679213,0.058228805,0.915652969,0.046697584,0.026304005,0.011345442,0.877797099,0.071501947,0.034547927,0.016153027,0.831301705,0.078363092,0.056070446,0.034264758,0.770823293,0.095234709,0.066090034,0.067851964,0.730285989,0.091397828,0.080746458,0.097569726,0.915652969,0.046697584,0.026304005,0.011345442,0.882044822,0.067370129,0.033450549,0.0171345,0.851563104,0.06494289,0.048011478,0.035482527,0.833427055,0.063190222,0.04424179,0.059140933,0.820967236,0.064865988,0.050687171,0.063479605
E09000023,Lewisham,0.905219035,0.051778369,0.030084161,0.012918435,0.872368289,0.073705368,0.036678683,0.01724766,0.823623734,0.081578562,0.056677542,0.038120163,0.782298452,0.087814293,0.058278943,0.071608311,0.763125185,0.086395046,0.067674993,0.082804776,0.905219035,0.051778369,0.030084161,0.012918435,0.877231291,0.072586185,0.035083899,0.015098625,0.83825101,0.079756503,0.052635857,0.02935663,0.809996247,0.086006173,0.054176812,0.049820767,0.78167319,0.086831875,0.065662105,0.06583283,0.905219035,0.051778369,0.030084161,0.012918435,0.875100472,0.075544127,0.035417087,0.013938313,0.830316716,0.088507702,0.055649047,0.025526535,0.789932743,0.106990796,0.06230514,0.040771321,0.767202808,0.101974183,0.077622686,0.053200323,0.905219035,0.051778369,0.030084161,0.012918435,0.873808011,0.074610174,0.03606204,0.015519775,0.824376268,0.086572482,0.057167873,0.031883376,0.767080994,0.104577926,0.067027991,0.061313089,0.729792507,0.100501256,0.082012932,0.087693305,0.905219035,0.051778369,0.030084161,0.012918435,0.879073354,0.069893897,0.034719376,0.016313373,0.84548819,0.072254127,0.049292345,0.032965338,0.830491041,0.070407566,0.045502314,0.053599079,0.818484882,0.07211229,0.052049528,0.057353301
E09000025,Newham,0.922896124,0.044501521,0.023534975,0.00906738,0.885490348,0.065702928,0.034119836,0.014686888,0.834203601,0.077109451,0.052103334,0.036583613,0.793556512,0.083248302,0.053719301,0.069475884,0.775073195,0.082004897,0.062446536,0.080475372,0.922896124,0.044501521,0.023534975,0.00906738,0.889923561,0.064626149,0.032617007,0.012833284,0.848452213,0.075223904,0.048281971,0.028041912,0.820717778,0.081375003,0.049841014,0.048066204,0.793391386,0.08233005,0.060522407,0.063756157,0.922896124,0.044501521,0.023534975,0.00906738,0.887714127,0.067402229,0.033018405,0.011865238,0.839958528,0.08410661,0.051428226,0.024506636,0.800439577,0.102183449,0.057851594,0.03952538,0.778600527,0.09754995,0.072184524,0.051665,0.922896124,0.044501521,0.023534975,0.00906738,0.886598492,0.066578318,0.03360213,0.013221059,0.834136471,0.082305909,0.05285853,0.030699089,0.777949554,0.099981902,0.062300973,0.05976757,0.7415959,0.096250407,0.076355938,0.085797754,0.922896124,0.044501521,0.023534975,0.00906738,0.89183439,0.062116173,0.03220017,0.013849267,0.855926727,0.067743577,0.044948598,0.031381098,0.841080019,0.066012575,0.041486907,0.0514205,0.829755711,0.067675194,0.047486387,0.055082709
E09000028,Southwark,0.914907631,0.048229464,0.026079729,0.010783176,0.872446051,0.074598648,0.036435781,0.016519521,0.821589657,0.07907976,0.059464384,0.0398662,0.77772534,0.085073174,0.061057189,0.076144297,0.757425722,0.083662025,0.070830888,0.088081365,0.914907631,0.048229464,0.026079729,0.010783176,0.87723558,0.073466655,0.034863157,0.014434607,0.83702363,0.077272194,0.055187745,0.03051643,0.807081771,0.083443658,0.056841353,0.052633219,0.777225557,0.0842034,0.068815051,0.069755992,0.914907631,0.048229464,0.026079729,0.010783176,0.875212779,0.076349755,0.035155178,0.013282288,0.828796748,0.086115822,0.058583855,0.026503575,0.786903778,0.104447046,0.065743105,0.042906071,0.762686564,0.099499924,0.08184951,0.055964002,0.914907631,0.048229464,0.026079729,0.010783176,0.874013203,0.075395047,0.035778121,0.014813629,0.822324245,0.08421643,0.060182144,0.033277182,0.762383699,0.101935402,0.070624156,0.065056743,0.722856538,0.097731422,0.086200102,0.093211939,0.914907631,0.048229464,0.026079729,0.010783176,0.878992244,0.070829983,0.034533384,0.015644389,0.844248528,0.069823393,0.051558133,0.034369946,0.827748459,0.06796203,0.047519256,0.056770255,0.815208983,0.069657811,0.05433968,0.060793525
E09000030,Tower Hamlets,0.935768064,0.037398574,0.01882708,0.008006282,0.908787784,0.053156403,0.027450614,0.010605199,0.856799904,0.07293294,0.042729583,0.027537574,0.824014236,0.079492713,0.044541174,0.051951876,0.808969896,0.078609312,0.052025463,0.060395329,0.935768064,0.037398574,0.01882708,0.008006282,0.912256784,0.05224236,0.02623508,0.009265776,0.868471264,0.070903882,0.039479881,0.021144973,0.845853898,0.077145467,0.041042131,0.035958504,0.823499925,0.078495626,0.050168152,0.047836297,0.935768064,0.037398574,0.01882708,0.008006282,0.910561552,0.054368109,0.026516176,0.008554163,0.860203939,0.079198763,0.042040965,0.018556333,0.825577017,0.09686348,0.047699952,0.029859551,0.808018324,0.092934978,0.059804329,0.039242368,0.935768064,0.037398574,0.01882708,0.008006282,0.909788607,0.053711937,0.026972948,0.009526508,0.855903533,0.0776574,0.043266619,0.023172448,0.807878612,0.095408515,0.05167893,0.045033943,0.778314054,0.092728495,0.063925097,0.065032354,0.935768064,0.037398574,0.01882708,0.008006282,0.913749588,0.050306257,0.025933494,0.010010662,0.87564356,0.063973173,0.036801986,0.023581282,0.865095086,0.062594,0.034132774,0.03817814,0.85562518,0.064228427,0.039184054,0.040962339
E09000032,Wandsworth,0.904069741,0.052854764,0.030739178,0.012336317,0.873443437,0.066620531,0.040626133,0.019309899,0.822141004,0.078277806,0.056170845,0.043410344,0.775117214,0.084063416,0.057566948,0.083252423,0.754075266,0.082716914,0.066812451,0.096395369,0.904069741,0.052854764,0.030739178,0.012336317,0.878589221,0.065635537,0.038859745,0.016915498,0.838145261,0.076517949,0.052156494,0.033180296,0.80613761,0.082630699,0.053713341,0.05751835,0.775236317,0.083396343,0.065027578,0.076339762,0.904069741,0.052854764,0.030739178,0.012336317,0.876930853,0.068269613,0.03918886,0.015610673,0.83049442,0.085322666,0.055402865,0.028780049,0.787263766,0.103643984,0.062262007,0.046830243,0.762349084,0.098871081,0.077603851,0.061175984,0.904069741,0.052854764,0.030739178,0.012336317,0.875448991,0.067333158,0.039864687,0.017353163,0.823550031,0.083393039,0.056875542,0.036181387,0.761166817,0.100969165,0.066752263,0.071111755,0.719849253,0.096754865,0.081414177,0.101981705,0.904069741,0.052854764,0.030739178,0.012336317,0.879998177,0.063231824,0.038489653,0.018280346,0.84478843,0.069100636,0.048693385,0.037417548,0.825886336,0.067191352,0.044830636,0.062091676,0.81312284,0.068958116,0.051328057,0.066590986
E09000033,Westminster,0.875140155,0.0687594,0.03897565,0.017124795,0.828535444,0.087694805,0.054451382,0.029318369,0.753732195,0.101654409,0.075222073,0.069391324,0.68898451,0.10526804,0.074343396,0.131404054,0.662595319,0.102098552,0.085059091,0.150247038,0.875140155,0.0687594,0.03897565,0.017124795,0.835411651,0.086646135,0.052251483,0.025690731,0.77566532,0.10049173,0.070612889,0.05323006,0.731579872,0.105745805,0.070868407,0.091805915,0.691328897,0.104559972,0.084074961,0.120036169,0.875140155,0.0687594,0.03897565,0.017124795,0.834187438,0.089758315,0.052499697,0.023554549,0.76882423,0.111245824,0.074439709,0.045490237,0.714624538,0.131197056,0.081214103,0.072964302,0.683445719,0.123095622,0.099617445,0.093841214,0.875140155,0.0687594,0.03897565,0.017124795,0.831634887,0.08863436,0.053450271,0.026280481,0.75840914,0.108187923,0.076064727,0.057338211,0.678661358,0.125518222,0.08555148,0.11026894,0.626699067,0.1169971,0.101550814,0.154753019,0.875140155,0.0687594,0.03897565,0.017124795,0.836396822,0.083758958,0.051913985,0.027930235,0.781486099,0.091309156,0.066347972,0.060856773,0.751569934,0.087118617,0.059940657,0.101370793,0.735435301,0.088633583,0.068023336,0.10790778
E09000002,Barking and Dagenham,0.90709515,0.050519948,0.028669929,0.013714973,0.888704379,0.062219679,0.032801242,0.0162747,0.847476817,0.073368887,0.046194546,0.03295975,0.808963336,0.079264446,0.047714733,0.064057485,0.792014691,0.078081998,0.055515017,0.074388293,0.90709515,0.050519948,0.028669929,0.013714973,0.893361964,0.061152108,0.031317652,0.014168276,0.860728039,0.071474993,0.042740676,0.025056291,0.834766934,0.077298224,0.044154344,0.043780499,0.809547556,0.078268423,0.053715534,0.058468488,0.90709515,0.050519948,0.028669929,0.013714973,0.890841078,0.064148967,0.031871715,0.013138241,0.851832375,0.08044695,0.045825004,0.021895671,0.814808803,0.097742416,0.051616706,0.035832075,0.795257204,0.093337564,0.064474928,0.046930304,0.90709515,0.050519948,0.028669929,0.013714973,0.889444205,0.063398762,0.032468097,0.014688935,0.846538722,0.0787343,0.047109994,0.027616983,0.793701624,0.095730736,0.055661636,0.054906005,0.759869596,0.092313142,0.06837946,0.079437802,0.90709515,0.050519948,0.028669929,0.013714973,0.895477077,0.058486422,0.03077793,0.015258572,0.868509672,0.063931443,0.039521503,0.028037382,0.854458558,0.062222988,0.036456588,0.046861867,0.844307506,0.06371128,0.041727822,0.050253393
E09000003,Barnet,0.855245043,0.076055463,0.04601017,0.022689324,0.813147119,0.091298384,0.060944634,0.034609863,0.738137462,0.103613315,0.081648094,0.076601129,0.669601013,0.106442738,0.079967508,0.143988741,0.641957019,0.102908565,0.091136737,0.163997679,0.855245043,0.076055463,0.04601017,0.022689324,0.820958492,0.090222304,0.058465655,0.030353549,0.761565105,0.102702083,0.076838473,0.058894339,0.714845584,0.107473011,0.07661767,0.101063736,0.672355276,0.105780953,0.090407327,0.131456443,0.855245043,0.076055463,0.04601017,0.022689324,0.819083176,0.093925185,0.059005466,0.027986173,0.754145703,0.114096905,0.081270568,0.050486824,0.69791853,0.133674455,0.087968875,0.08043814,0.66488057,0.124840319,0.107377602,0.102901508,0.855245043,0.076055463,0.04601017,0.022689324,0.815945615,0.092748349,0.060102369,0.031203667,0.742782881,0.110757521,0.08291192,0.063547678,0.659580955,0.127223081,0.09219402,0.121001944,0.605084291,0.11773216,0.108630961,0.168552588,0.855245043,0.076055463,0.04601017,0.022689324,0.822452591,0.086844532,0.057866153,0.032836725,0.768111035,0.092913363,0.071900591,0.067075011,0.735685406,0.088282058,0.064651694,0.111380842,0.718829121,0.089703532,0.073179989,0.118287358
E09000004,Bexley,0.834997402,0.082980583,0.055826523,0.026195492,0.802645822,0.095761148,0.063832141,0.037760889,0.749900648,0.094268702,0.082058715,0.073771935,0.683044019,0.097201318,0.080621394,0.139133269,0.655506773,0.094048084,0.091919893,0.158525251,0.834997402,0.082980583,0.055826523,0.026195492,0.81096978,0.094695742,0.06125362,0.033080858,0.772849686,0.093346975,0.077139903,0.056663436,0.727609589,0.097907636,0.077056472,0.097426303,0.685553919,0.096528198,0.091040703,0.126877181,0.834997402,0.082980583,0.055826523,0.026195492,0.808967156,0.09868942,0.061861949,0.030481475,0.765957508,0.103787778,0.081641978,0.048612735,0.711656398,0.122030407,0.088623377,0.077689818,0.678475972,0.113982174,0.108183035,0.099358819,0.834997402,0.082980583,0.055826523,0.026195492,0.805570171,0.097400653,0.063003081,0.034026095,0.754705603,0.100771041,0.083321156,0.0612022,0.673620405,0.116315855,0.093028757,0.117034983,0.619169103,0.107809585,0.109784819,0.163236492,0.834997402,0.082980583,0.055826523,0.026195492,0.812535741,0.091061346,0.060587928,0.035814985,0.77902613,0.084371108,0.072125513,0.06447725,0.747610759,0.080271494,0.064920153,0.107197593,0.73102497,0.081626159,0.073486476,0.113862395
E09000005,Brent,0.875404447,0.068053285,0.039818541,0.016723726,0.822825549,0.093067578,0.055148755,0.028958118,0.751970346,0.099707363,0.079406446,0.068915845,0.688266598,0.103506983,0.078627775,0.129598643,0.661728662,0.10037099,0.089915751,0.147984597,0.875404447,0.068053285,0.039818541,0.016723726,0.829930837,0.091867364,0.052891903,0.025309897,0.774117095,0.098472326,0.074439887,0.052970692,0.730517292,0.10384738,0.074836555,0.090798773,0.69010844,0.102695816,0.088770611,0.118425133,0.875404447,0.068053285,0.039818541,0.016723726,0.827619092,0.095654857,0.0534383,0.02328775,0.765097188,0.109972791,0.079128038,0.045801983,0.710837991,0.12979181,0.086319826,0.073050373,0.678913423,0.121592374,0.10576168,0.093732523,0.875404447,0.068053285,0.039818541,0.016723726,0.825045046,0.094506545,0.054411171,0.026037238,0.754627396,0.106935127,0.08088331,0.057554167,0.67507973,0.124150755,0.090961426,0.109808089,0.622988021,0.115589572,0.107894677,0.15352773,0.875404447,0.068053285,0.039818541,0.016723726,0.831838003,0.088419654,0.05230133,0.027441013,0.781946511,0.088750342,0.069404956,0.059898192,0.753282332,0.084833832,0.062800114,0.099083722,0.737104618,0.086318326,0.071209433,0.105367623
E09000006,Bromley,0.824945236,0.090432574,0.057712676,0.026909513,0.796438261,0.097779272,0.069983835,0.035798632,0.740158584,0.10151241,0.087272345,0.071056662,0.677794675,0.105117676,0.086154118,0.130933532,0.650959653,0.101751001,0.098306975,0.148982371,0.824945236,0.090432574,0.057712676,0.026909513,0.804631105,0.096690231,0.067131915,0.031546748,0.762335813,0.10053653,0.082049972,0.055077685,0.719717169,0.105595813,0.082113624,0.092573395,0.678846454,0.104158121,0.097106231,0.119889194,0.824945236,0.090432574,0.057712676,0.026909513,0.802357555,0.10070031,0.067727546,0.029214589,0.754712538,0.111324486,0.086481105,0.04748187,0.701268366,0.130600347,0.093720563,0.074410724,0.668586091,0.121947405,0.114406906,0.095059598,0.824945236,0.090432574,0.057712676,0.026909513,0.799091797,0.099431655,0.069035078,0.032441469,0.744237873,0.108157966,0.088319547,0.059284613,0.665833968,0.124830275,0.098667415,0.110668343,0.613590578,0.115979306,0.116751944,0.153678172,0.824945236,0.090432574,0.057712676,0.026909513,0.806510084,0.0930427,0.0664704,0.033976816,0.769505871,0.091183119,0.076981803,0.062329207,0.741854203,0.087150504,0.069628458,0.101366835,0.725167353,0.088550191,0.07879589,0.107486566
E09000008,Croydon,0.862436968,0.074831269,0.043854568,0.018877195,0.810935745,0.100285227,0.059259416,0.029519613,0.747011987,0.102299854,0.084069655,0.066618504,0.686315097,0.106434288,0.083438464,0.123812152,0.660081853,0.103225476,0.095435319,0.141257353,0.862436968,0.074831269,0.043854568,0.018877195,0.818244671,0.099043905,0.056828082,0.025883342,0.768523232,0.10111413,0.078885116,0.051477522,0.726905131,0.106626872,0.079306796,0.087161202,0.687128109,0.105455432,0.094084048,0.113332412,0.862436968,0.074831269,0.043854568,0.018877195,0.815508556,0.103188941,0.057411185,0.023891319,0.759792989,0.11231846,0.083417087,0.044471463,0.706804545,0.132252003,0.090802867,0.070140585,0.675062842,0.123840151,0.111184067,0.08991294,0.862436968,0.074831269,0.043854568,0.018877195,0.812938334,0.10193547,0.058486955,0.026639242,0.749854761,0.109234504,0.085268925,0.05564181,0.672680677,0.126713546,0.095826287,0.104779491,0.62178787,0.118165711,0.1138286,0.146217818,0.862436968,0.074831269,0.043854568,0.018877195,0.820544491,0.095280972,0.056200447,0.027974089,0.776532896,0.091477617,0.073820161,0.058169327,0.750132589,0.087683948,0.06698409,0.095199373,0.733778095,0.089170923,0.075928733,0.101122249
E09000009,Ealing,0.86879692,0.071777558,0.041704944,0.017720578,0.816495542,0.09320381,0.059341019,0.030959629,0.742371547,0.103623754,0.079366264,0.074638434,0.674461502,0.106727189,0.077970037,0.140841273,0.647097134,0.103285412,0.088976794,0.16064066,0.86879692,0.071777558,0.041704944,0.017720578,0.82391093,0.092062256,0.056942562,0.027084251,0.765538665,0.102575019,0.07459665,0.057289665,0.719145712,0.107599482,0.074593724,0.098661082,0.677172321,0.106056255,0.088176037,0.128595386,0.86879692,0.071777558,0.041704944,0.017720578,0.821778387,0.095811644,0.057495246,0.024914724,0.757210047,0.114346289,0.079179213,0.049264451,0.700978328,0.134292139,0.085964461,0.078765073,0.668365288,0.12559712,0.105092322,0.10094527,0.86879692,0.071777558,0.041704944,0.017720578,0.818948831,0.094656512,0.058546937,0.02784772,0.746081989,0.111052346,0.080807697,0.062057968,0.663184459,0.127946843,0.090184336,0.118684363,0.609246111,0.118606889,0.106453331,0.165693668,0.86879692,0.071777558,0.041704944,0.017720578,0.825652756,0.088642533,0.056336163,0.029368548,0.772765221,0.092543993,0.069604211,0.065086576,0.740901265,0.088058456,0.062693482,0.108346797,0.724256905,0.08951869,0.071039971,0.115184433
E09000010,Enfield,0.866492507,0.069698676,0.04502178,0.018787036,0.821995543,0.0908131,0.056632905,0.030558452,0.755936186,0.098537828,0.080506255,0.065019731,0.696269731,0.102813168,0.080097892,0.120819209,0.670544206,0.099829695,0.091691642,0.137934456,0.866492507,0.069698676,0.04502178,0.018787036,0.829230228,0.089649825,0.054280465,0.026839482,0.777078339,0.097259108,0.075446099,0.050216455,0.736238934,0.102786535,0.075987518,0.084987013,0.69724387,0.101856155,0.090285731,0.110614244,0.866492507,0.069698676,0.04502178,0.018787036,0.826789057,0.093483886,0.054880243,0.024846814,0.76813033,0.108327272,0.080005943,0.043536456,0.715975866,0.127955406,0.087329474,0.068739254,0.68485126,0.119955586,0.107008868,0.088184285,0.866492507,0.069698676,0.04502178,0.018787036,0.824090671,0.092347938,0.055913898,0.027647494,0.758352294,0.105396228,0.081804458,0.05444702,0.682296134,0.122770723,0.092267002,0.102666141,0.632113726,0.114707209,0.109768004,0.143411061,0.866492507,0.069698676,0.04502178,0.018787036,0.831256143,0.086176476,0.053643945,0.028923436,0.785155968,0.087810969,0.070452125,0.056580937,0.759405962,0.084227137,0.063957625,0.092409276,0.743536054,0.085733006,0.072537332,0.098193608
E09000011,Greenwich,0.894565572,0.059261935,0.032555167,0.013617326,0.86644269,0.073985592,0.041453472,0.018118245,0.816389226,0.08484363,0.059526855,0.03924029,0.77365429,0.091052959,0.061010281,0.07428247,0.754040597,0.089430783,0.070715516,0.085813105,0.894565572,0.059261935,0.032555167,0.013617326,0.871637126,0.072851063,0.039639767,0.015872044,0.831552539,0.082995998,0.055316312,0.03013515,0.802390602,0.089305996,0.056801166,0.051502236,0.773255073,0.089979732,0.068688111,0.068077084,0.894565572,0.059261935,0.032555167,0.013617326,0.869282202,0.075949149,0.040078925,0.014689724,0.822873853,0.092321965,0.058624645,0.026179537,0.781353526,0.111265637,0.065423685,0.041957152,0.75819877,0.105828571,0.081323292,0.054649367,0.894565572,0.059261935,0.032555167,0.013617326,0.867782372,0.075038793,0.040830005,0.016348831,0.816728347,0.090273578,0.060202148,0.032795926,0.757755536,0.108593355,0.070270105,0.063381004,0.719615147,0.104050306,0.085710418,0.090624129,0.894565572,0.059261935,0.032555167,0.013617326,0.873668356,0.070046598,0.039175718,0.017109328,0.83941302,0.075022328,0.051686489,0.033878163,0.82384645,0.072974103,0.047621168,0.055558279,0.811564458,0.074647078,0.054392879,0.059395585
E09000015,Harrow,0.840786749,0.083787227,0.05151298,0.023913043,0.790406084,0.102683251,0.068889393,0.038021272,0.722991914,0.105055422,0.087462222,0.084490442,0.650530016,0.107152494,0.085055655,0.157261835,0.621520895,0.10328094,0.096661708,0.178536457,0.840786749,0.083787227,0.05151298,0.023913043,0.798941425,0.101554333,0.066179027,0.033325214,0.748019103,0.104368487,0.082447578,0.065164832,0.698279266,0.108756995,0.081873758,0.111089981,0.653484946,0.106557279,0.096206714,0.143751061,0.840786749,0.083787227,0.05151298,0.023913043,0.796563853,0.105825455,0.066896404,0.030714288,0.740158887,0.116323447,0.087425425,0.056092241,0.681251587,0.135703739,0.094210745,0.088833929,0.645963882,0.126219382,0.114650208,0.113166528,0.840786749,0.083787227,0.05151298,0.023913043,0.793186858,0.104460932,0.068072884,0.034279325,0.727751355,0.112726896,0.089100521,0.070421229,0.640484577,0.12847663,0.098309316,0.132729476,0.583283176,0.118072481,0.115154362,0.183489981,0.840786749,0.083787227,0.05151298,0.023913043,0.800847843,0.097670661,0.065409185,0.036072312,0.754965777,0.094141305,0.076960529,0.073932389,0.719940221,0.089115327,0.068948014,0.121996438,0.702286902,0.090429485,0.077912615,0.129370998
E09000016,Havering,0.820039915,0.091642523,0.059333005,0.028984558,0.798361161,0.096839239,0.067995614,0.036803986,0.750964964,0.095357856,0.081233691,0.072443489,0.686539057,0.098677081,0.080142331,0.134641531,0.659579293,0.095554035,0.091492695,0.153373977,0.820039915,0.091642523,0.059333005,0.028984558,0.806702575,0.095740346,0.065226646,0.032330434,0.773467825,0.094337789,0.076268317,0.05592607,0.729619335,0.099158775,0.076389482,0.094832407,0.688512214,0.097885008,0.090424699,0.123178079,0.820039915,0.091642523,0.059333005,0.028984558,0.804360503,0.099839024,0.065906609,0.029893863,0.765841645,0.105026886,0.08079813,0.04833334,0.712135362,0.123601379,0.087832861,0.076430398,0.679389142,0.115501692,0.107355307,0.097753859,0.820039915,0.091642523,0.059333005,0.028984558,0.801053809,0.09853814,0.067132537,0.033275514,0.754935958,0.102022518,0.08252744,0.060514084,0.675394611,0.118028784,0.092420605,0.114156001,0.622198846,0.109611454,0.109362376,0.158827324,0.820039915,0.091642523,0.059333005,0.028984558,0.808598717,0.092022832,0.064494902,0.034883549,0.780341694,0.085192084,0.071265154,0.063201068,0.750906022,0.081263162,0.0643328,0.103498016,0.734608055,0.082639555,0.072856419,0.109895972
E09000017,Hillingdon,0.865105745,0.070821521,0.044761625,0.019311109,0.826073446,0.087487936,0.056135797,0.030302821,0.763287908,0.094018302,0.07597967,0.06671412,0.701626533,0.097887777,0.075482365,0.125003326,0.67577948,0.094996972,0.08641343,0.142810118,0.865105745,0.070821521,0.044761625,0.019311109,0.833297961,0.086361671,0.053793499,0.026546869,0.784751024,0.092764524,0.07114385,0.051340602,0.742775123,0.097961212,0.071644259,0.087619405,0.703512249,0.097026753,0.085151945,0.114309053,0.865105745,0.070821521,0.044761625,0.019311109,0.831157086,0.089996803,0.054345254,0.024500858,0.776216045,0.103639233,0.075637703,0.044507019,0.723838,0.122586841,0.082720534,0.070854625,0.692639849,0.114917645,0.101471897,0.090970608,0.865105745,0.070821521,0.044761625,0.019311109,0.828367412,0.088915963,0.055384342,0.027332283,0.766008283,0.100809738,0.077358301,0.055823679,0.688890694,0.117463717,0.087353171,0.106292418,0.637770208,0.109611566,0.103899508,0.148718718,0.865105745,0.070821521,0.044761625,0.019311109,0.835049834,0.083058729,0.053196917,0.02869452,0.792240143,0.0835594,0.066305095,0.057895362,0.764773911,0.079936981,0.060056082,0.095233025,0.749259174,0.081341262,0.068120169,0.101279394
